MaxAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_LOGPLOW,AvgIpc,BalabanJ,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA9,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,VSA_EState8,NumAliphaticCarbocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,Value
13.355623,-4.201371,0.520989,11.258064,443.477,0.9032258,32.23343,-2.3552146,2.753819,2.1532226,0.0,10.023292,11.938611,8.417797,0.0,0.0,30.331835,17.692667,17.95977,66.22712,5.7495117,5.6873865,0.0,0.0,0.0,10.772449,16.521961,9.868668,37.44163,30.331835,0.0,-0.7710026,0.0,0.0,0.0,5.03
13.463684,-3.8043475,0.58150446,16.5,452.576,1.0,32.233273,-2.2269042,3.226228,1.7695563,0.0,10.023292,5.9693055,8.417797,0.0,0.0,30.331835,16.500776,22.711517,64.718376,0.0,11.374773,0.0,33.612854,0.0,10.772449,30.093204,38.713642,0.0,6.066367,64.093155,8.627745,0.0,0.0,1.0,6.7
12.95032,-3.7171488,0.39264867,12.823529,498.992,1.0882353,35.495693,-2.2631319,3.1907542,1.6916426,0.0,0.0,5.9693055,13.0996,4.305216,5.098682,53.21253,16.833006,7.047672,88.44302,0.0,0.0,11.60094,0.0,5.022633,11.0334015,16.102785,16.643604,23.485622,48.127678,18.1991,0.034611363,0.0,1.0,0.0,6.57
13.12474,-0.95587254,0.7880719,24.466667,404.422,0.93333334,16.367598,-2.4688663,3.5314515,1.4714987,0.0,11.81436,5.9693055,0.0,0.0,0.0,36.3982,35.549313,13.089513,70.784744,0.0,0.0,0.0,11.835813,0.0,0.0,30.513302,11.126903,4.8999095,29.165379,24.265469,0.4921427,1.0,0.0,0.0,4.68
15.637987,-2.3195329,0.014190959,20.540146,1956.106,0.6277372,32.16637,-2.6136289,1.6701981,1.4149575,5.9595547,0.0,17.907915,9.374393,11.761885,0.0,52.314873,63.373783,57.884045,54.243855,0.0,4.390415,11.761885,17.245096,0.0,10.902925,33.539963,6.923737,45.05726,44.309788,6.2557693,2.5704288,0.0,2.0,2.0,7.59
14.116867,-1.9373009,0.033528794,14.3625,1127.216,0.475,16.373007,-2.6057189,3.3559585,2.381881,0.0,0.0,17.907915,0.0,0.0,0.0,70.159515,19.069544,6.5447564,65.724205,5.7495117,0.0,0.0,11.835813,0.0,0.0,11.126903,13.847474,24.265469,44.17931,13.847474,8.318633,0.0,0.0,0.0,4.43
13.52777,-4.232489,0.49958065,15.911765,484.53,1.0294118,32.23343,-2.3679805,3.3181992,1.868174,0.0,10.023292,11.938611,13.212335,0.0,0.0,24.265469,17.692667,29.404436,60.66367,5.7495117,11.374773,0.0,0.0,0.0,10.772449,35.174923,10.726038,31.375265,41.29811,0.0,-0.21977837,0.0,0.0,1.0,7.37
14.524653,-4.6110425,0.1517407,13.206897,848.978,0.70689654,32.236195,-2.429257,3.6336045,1.4388748,0.0,41.88423,0.0,34.697582,0.0,0.0,48.530937,36.807747,43.62403,131.95132,17.248535,11.374773,0.0,6.923737,0.0,0.0,22.5638,9.868668,88.05943,60.354584,4.722095,0.896006,0.0,0.0,0.0,6.82
14.5559845,-4.6074624,0.12986565,13.098361,893.031,0.72131145,32.236195,-2.4292302,3.66251,1.4136282,0.0,41.88423,0.0,34.697582,0.0,0.0,24.265469,43.414627,50.23091,125.884964,22.998047,11.374773,0.0,6.923737,0.0,0.0,40.66971,9.868668,94.1258,55.145588,4.722095,2.9913745,0.0,0.0,0.0,7.32
16.082289,-2.3284516,0.009576363,18.268183,3113.591,0.3909091,32.166378,-2.620174,1.6704589,1.0990472,17.878664,0.0,17.907915,4.390415,11.761885,5.098682,112.48002,43.770893,70.91143,119.837585,0.0,4.390415,11.761885,28.063663,0.0,21.80585,49.816936,17.802383,17.958729,119.01033,0.0,4.933446,0.0,3.0,1.0,8.38
15.047154,-1.9398166,0.03390779,17.210526,1079.147,0.6315789,19.144241,-2.6026754,3.716176,2.2988453,0.0,0.0,17.907915,4.390415,0.0,0.0,58.026783,25.614302,13.089513,35.895287,0.0,4.390415,0.0,11.835813,0.0,0.0,10.463361,13.847474,0.0,58.026783,0.0,7.45238,0.0,0.0,1.0,7.89
13.977748,-4.2629642,0.41753477,13.631579,538.622,1.0263158,32.23343,-2.3682656,3.2525818,1.8494655,6.041841,10.023292,11.938611,13.212335,0.0,0.0,35.895287,17.692667,29.404436,82.41456,5.7495117,11.374773,0.0,20.771212,0.0,0.0,46.65628,9.868668,7.1097975,73.34469,6.923737,4.780037,0.0,0.0,0.0,5.63
11.232854,-0.84796965,0.8022971,12.454545,315.76,1.2272727,35.495693,-2.0766883,2.8648717,2.0615892,0.0,0.0,5.9693055,4.6818027,0.0,5.098682,35.013428,11.937522,0.0,58.614105,0.0,0.0,11.60094,0.0,5.022633,11.0334015,5.022633,22.160305,0.0,16.814537,37.37951,0.0,0.0,1.0,0.0,4.21
13.36662,-4.062021,0.22984292,11.675,582.7,0.7,32.2347,-2.1703813,2.9117641,1.7810049,0.0,20.046583,0.0,16.835594,0.0,0.0,24.265469,34.379505,22.657953,84.42622,11.499023,11.374773,0.0,0.0,0.0,10.772449,41.048687,0.0,37.255573,48.530937,13.847474,5.931253,0.0,0.0,0.0,5.82
13.390976,-1.9364531,0.09199746,24.8125,928.928,0.71875,32.166496,-2.6081576,3.2184806,2.4596076,0.0,0.0,23.877222,4.794537,11.761885,0.0,12.132734,38.32515,31.264227,29.82892,5.7495117,0.0,11.761885,0.0,0.0,0.0,11.3129635,18.685621,12.132734,12.132734,5.3167887,-1.0161368,0.0,0.0,0.0,8.55
12.807661,-3.892807,0.39455628,12.16129,444.465,0.9354839,32.233273,-2.313622,2.7405212,1.9670844,0.0,10.023292,11.938611,13.212335,0.0,0.0,24.265469,24.11349,17.148682,60.66367,5.7495117,11.374773,0.0,0.0,0.0,10.772449,27.896732,0.0,43.508,24.265469,0.0,0.0,0.0,0.0,0.0,5.0
14.247345,-1.9121156,0.065655746,24.97619,1187.272,0.52380955,16.373125,-2.6049151,4.14433,2.1601791,0.0,0.0,17.907915,0.0,0.0,0.0,58.026783,25.614302,19.63427,35.895287,0.0,0.0,0.0,11.835813,0.0,0.0,5.5634513,11.823647,0.0,58.026783,0.0,5.8050976,0.0,0.0,2.0,7.74
14.256131,-4.368431,0.20875382,13.479167,756.697,0.9583333,79.91873,-2.4219654,3.4284215,1.6293916,0.0,25.953762,5.9693055,21.55769,0.0,0.0,48.028023,17.692667,29.404436,111.15275,5.7495117,11.374773,15.929944,20.771212,0.0,0.0,33.690704,9.868668,19.24253,85.477425,6.923737,4.5450635,0.0,0.0,0.0,5.63
14.274527,-4.4095397,0.2144794,13.367347,707.827,0.8979592,32.234787,-2.4219346,3.4640734,1.6280066,0.0,25.953762,5.9693055,21.55769,0.0,0.0,48.028023,24.802465,36.514233,106.68003,11.499023,11.374773,0.0,20.771212,0.0,0.0,33.690704,9.868668,38.48506,73.34469,6.923737,4.515641,0.0,0.0,0.0,5.88
13.67975,-1.9683162,0.030880153,14.621622,1051.118,0.5135135,16.373005,-2.6097765,3.2940905,3.2661781,0.0,0.0,17.907915,0.0,0.0,0.0,58.026783,25.676426,13.151638,35.895287,0.0,0.0,0.0,11.835813,0.0,0.0,5.5634513,13.847474,0.0,58.026783,5.3167887,7.019939,0.0,0.0,0.0,6.55
13.637378,-4.3624053,0.2733324,13.476191,620.702,0.64285713,32.234863,-2.438155,2.9771228,2.0697317,0.0,0.0,11.938611,16.835594,8.610432,0.0,24.265469,24.010563,14.219595,83.92331,11.499023,0.0,0.0,0.0,0.0,0.0,11.499023,8.610432,88.73074,12.132734,0.0,1.5730963,0.0,0.0,0.0,6.82
14.611779,-4.666205,0.1517407,13.206897,848.978,0.70689654,32.236195,-2.4298778,3.6329756,1.4461726,0.0,41.88423,0.0,34.697582,0.0,0.0,54.597305,31.912262,43.62403,131.95132,17.248535,11.374773,0.0,6.923737,0.0,0.0,22.5638,9.868668,88.05943,60.354584,4.722095,0.87813336,0.0,0.0,0.0,6.8
11.337939,-0.90301734,0.74190855,12.458333,345.786,1.25,35.495693,-2.084569,2.9357297,2.087891,0.0,0.0,5.9693055,4.6818027,0.0,5.098682,35.013428,18.544405,0.0,58.11119,0.0,0.0,11.60094,0.0,5.022633,11.0334015,16.102785,16.643604,0.0,29.928576,18.1991,-0.19874936,0.0,1.0,0.0,3.85
14.284731,-4.3665614,0.2059876,13.448979,705.855,0.93877554,32.234787,-2.4231143,3.4640734,1.6280066,0.0,25.953762,5.9693055,21.55769,0.0,0.0,61.018124,22.58815,29.404436,112.243484,5.7495117,11.374773,0.0,20.771212,0.0,0.0,45.674976,9.868668,13.176165,91.54379,13.847474,6.396658,0.0,0.0,0.0,5.45
13.842654,-4.091247,0.55882156,13.121212,464.587,1.0,32.23343,-2.367488,3.1446497,1.7942191,0.0,10.023292,5.9693055,8.417797,0.0,0.0,54.094387,10.58287,22.294638,88.48093,0.0,11.374773,0.0,20.771212,0.0,0.0,29.779867,33.227715,0.0,25.98021,43.32194,6.2328095,0.0,0.0,0.0,4.38
14.347101,-4.518975,0.17795525,14.727273,812.945,0.8181818,32.236225,-2.4365635,3.947027,1.4271716,0.0,31.86094,0.0,29.975487,0.0,0.0,24.265469,37.1622,43.62403,101.61949,17.248535,11.374773,0.0,6.923737,0.0,0.0,41.154957,9.868668,69.86033,48.221848,4.722095,1.0026603,1.0,0.0,0.0,6.21
13.359842,-3.8855355,0.3355124,11.777778,526.636,0.5277778,32.23486,-2.280852,2.9120493,1.7772555,0.0,20.046583,0.0,16.835594,0.0,0.0,24.265469,35.385334,36.92537,84.92914,11.499023,11.374773,0.0,0.0,0.0,10.772449,33.646244,0.0,61.190838,60.66367,0.0,0.0,0.0,0.0,0.0,5.64
15.798901,-2.18339,0.009833418,16.038961,2186.451,0.5064935,32.166374,-2.613632,1.6869687,1.1299195,5.9595547,0.0,11.938611,18.155224,11.761885,0.0,110.34166,63.373783,51.339287,125.53613,0.0,13.171246,11.761885,40.71535,0.0,10.902925,45.16978,19.05647,31.209785,116.184044,6.2557693,10.553955,0.0,2.0,1.0,7.0
14.558215,-4.6563835,0.13450465,13.1,876.004,0.75,32.236195,-2.4292512,3.634079,1.4339093,0.0,41.88423,0.0,34.697582,0.0,0.0,42.46457,29.697948,41.83102,131.95132,11.499023,17.062159,0.0,6.923737,0.0,0.0,28.251188,9.868668,93.939735,54.288216,4.722095,2.1242056,0.0,0.0,0.0,6.64
13.481367,-4.245986,0.3954853,12.3529415,486.546,0.9705882,32.23343,-2.3596683,2.8006537,2.1648312,0.0,10.023292,11.938611,13.212335,0.0,0.0,38.11294,17.692667,23.276558,60.66367,5.7495117,11.374773,0.0,5.9179063,0.0,10.772449,22.209347,4.305216,37.44163,44.17931,0.0,2.7555711,0.0,0.0,0.0,5.37
13.131153,-3.8103201,0.38139102,12.971429,517.011,1.1428572,35.495693,-2.2681308,3.3485503,1.6964035,0.0,0.0,5.9693055,13.0996,9.403898,5.098682,35.013428,23.828295,7.047672,70.00196,0.0,0.0,11.60094,6.923737,5.022633,11.0334015,27.360165,11.0801525,22.231535,43.899986,18.1991,1.6925495,0.0,2.0,0.0,6.49
13.672196,-4.499135,0.23916322,11.571428,615.642,0.6904762,32.234863,-2.3744268,2.9780052,1.9212937,5.817863,20.046583,11.938611,26.124788,0.0,0.0,24.265469,35.89479,35.91954,78.99325,11.499023,11.505249,0.0,0.0,0.0,10.772449,20.109455,6.1968436,87.016,0.0,0.0,-1.9900187,0.0,1.0,0.0,7.22
13.341639,-4.219388,0.5148662,11.5161295,441.461,0.9677419,32.23343,-2.3549721,2.753819,2.200294,0.0,10.023292,11.938611,13.212335,0.0,0.0,30.331835,17.692667,17.95977,72.30314,5.7495117,5.6873865,0.0,0.0,0.0,16.848469,22.085411,10.381236,43.517654,30.331835,0.0,-0.78901917,0.0,0.0,0.0,4.89
13.864507,-4.161557,0.41043866,11.529411,478.57,1.0,32.23343,-2.3625438,3.2063956,1.9250206,0.0,10.023292,5.9693055,8.417797,0.0,0.0,29.82892,23.209368,17.95977,83.550865,11.436898,5.6873865,0.0,20.771212,0.0,16.590311,27.950026,21.072754,0.0,51.28911,48.019516,4.6560974,0.0,1.0,0.0,4.0
14.306981,-4.490074,0.19788827,13.254902,737.853,0.8627451,32.234787,-2.4219928,3.4959183,1.6209834,0.0,25.953762,5.9693055,21.55769,0.0,0.0,35.895287,31.912262,43.62403,100.61366,17.248535,11.374773,0.0,20.771212,0.0,0.0,39.440216,9.868668,45.59486,67.27832,6.923737,4.480053,0.0,0.0,0.0,6.19
13.873334,-0.96015596,0.5534328,23.0,506.555,0.972973,16.486732,-2.4997144,3.1596715,1.4903482,0.0,11.81436,5.9693055,0.0,0.0,0.0,31.040745,42.156193,26.303276,64.718376,5.7495117,0.0,0.0,11.835813,0.0,0.0,42.683636,23.968546,4.8999095,35.231747,12.132734,0.35350952,1.0,0.0,0.0,5.7
14.115955,-4.2504,0.11632624,11.906977,622.725,0.7906977,32.23473,-2.3028247,3.2971213,1.7497134,0.0,25.953762,0.0,26.650671,0.0,0.0,24.265469,39.77227,17.93586,90.12015,11.499023,5.6873865,0.0,6.923737,0.0,21.675373,35.485237,3.972406,37.255573,48.530937,13.847474,5.9920197,0.0,1.0,0.0,6.8
13.3774395,-1.8083489,0.044658598,16.821428,801.804,0.6785714,16.37687,-2.5975406,3.575714,3.0915337,0.0,0.0,23.877222,4.794537,0.0,0.0,13.847474,19.069544,13.089513,0.0,0.0,0.0,0.0,5.9179063,0.0,0.0,0.0,18.747385,0.0,13.847474,0.0,4.668758,0.0,0.0,1.0,6.94
16.015162,-2.388141,0.009762956,18.325687,3089.565,0.36697248,32.166378,-2.6201723,1.658619,1.2180508,17.878664,0.0,17.907915,4.390415,11.761885,0.0,107.26663,38.07696,77.456184,107.946815,0.0,4.390415,11.761885,28.063663,0.0,21.80585,49.816936,6.923737,17.958729,119.01033,0.0,4.382547,0.0,2.0,2.0,8.32
13.661022,-3.738954,0.37208557,16.051283,549.653,1.0769231,32.23343,-2.333073,3.2586477,1.5512786,0.0,0.0,5.9693055,13.0996,4.305216,5.098682,35.54522,19.218006,32.146893,76.85111,5.7495117,5.6873865,0.0,6.923737,0.0,11.0334015,30.043112,27.770506,4.305216,30.972006,61.335888,2.991844,0.0,1.0,0.0,7.43
13.514342,-4.324224,0.30458307,12.594595,550.611,0.9459459,32.23376,-2.356963,2.839691,2.1037087,0.0,10.023292,11.938611,21.63013,0.0,0.0,24.265469,23.44552,35.285183,60.66367,5.7495117,11.374773,0.0,0.0,0.0,10.772449,22.209347,10.560986,43.508,24.265469,0.0,-0.8638467,0.0,0.0,0.0,5.97
13.673906,-4.291103,0.1774184,12.219512,573.627,0.902439,32.23343,-2.3571134,3.3809104,1.5449848,0.0,10.023292,11.938611,13.212335,0.0,0.0,42.46457,17.692667,23.276558,96.68943,5.7495117,11.374773,0.0,0.0,0.0,21.675373,22.209347,20.771593,37.44163,36.52868,24.265469,-0.81602514,0.0,1.0,0.0,6.23
13.374903,-4.302445,0.2832669,11.9,592.648,0.625,32.234863,-2.3693526,2.9241412,1.9875443,0.0,0.0,11.938611,16.835594,8.610432,0.0,24.265469,24.010563,27.309109,83.92331,11.499023,0.0,0.0,0.0,0.0,0.0,22.625927,8.610432,74.88326,12.132734,0.0,-2.5713995,0.0,0.0,0.0,5.64
14.280321,-4.3670073,0.21668068,13.469388,705.855,0.877551,32.234787,-2.4216096,3.4227688,1.6257832,0.0,25.953762,5.9693055,21.55769,0.0,0.0,41.961655,22.58815,29.404436,111.74056,5.7495117,11.374773,0.0,34.618687,0.0,0.0,33.690704,20.995571,19.24253,87.19216,12.990105,8.098412,0.0,0.0,0.0,5.17
15.559652,-4.3853536,0.4897648,11.181818,472.538,1.060606,32.23343,-2.3683858,2.7252479,2.1205258,5.8172207,10.023292,5.9693055,12.808212,0.0,0.0,29.82892,23.380054,23.276558,77.10488,5.7495117,21.452574,0.0,26.588432,0.0,0.0,26.869017,5.5634513,25.308899,50.245678,6.923737,4.152119,0.0,0.0,0.0,4.1
15.99239,-2.2357137,0.015809111,16.651686,2511.967,0.35955057,19.147055,-2.6112232,1.657307,1.3652159,11.919109,0.0,11.938611,13.171246,0.0,0.0,177.86429,38.200897,39.26854,107.18757,0.0,13.171246,0.0,69.79626,0.0,0.0,41.47958,25.477293,12.132734,124.69205,34.618687,26.558485,0.0,0.0,2.0,7.26
13.684967,-4.135703,0.4855186,11.181818,468.575,0.969697,32.23343,-2.3619726,2.724295,2.0990465,0.0,10.023292,5.9693055,8.417797,0.0,0.0,29.82892,17.692667,23.276558,76.85111,5.7495117,17.062159,0.0,27.694948,0.0,0.0,22.5638,21.119505,0.0,51.28911,38.11294,6.5166116,0.0,0.0,0.0,4.02
14.357838,-1.9260051,0.029812181,14.373494,1166.253,0.5421687,16.373026,-2.6082597,4.0732923,1.9154847,0.0,0.0,17.907915,0.0,0.0,0.0,58.026783,19.069544,6.5447564,65.85468,5.7495117,0.0,0.0,11.835813,0.0,10.902925,16.466377,13.847474,24.395945,58.026783,0.0,8.301009,0.0,1.0,0.0,4.53
13.812636,-4.2354465,0.45532018,11.088235,484.574,0.9705882,32.23343,-2.364811,2.7601156,2.167085,5.7495117,10.023292,5.9693055,8.417797,0.0,0.0,29.82892,30.489851,30.386356,71.28766,11.499023,17.062159,0.0,20.771212,0.0,0.0,28.251188,9.868668,13.176165,57.355473,19.05647,4.503855,0.0,0.0,0.0,4.26
14.232475,-4.3598976,0.23382434,13.489362,677.801,0.9148936,32.234783,-2.4211228,3.4320529,1.6246461,0.0,25.953762,5.9693055,21.55769,0.0,0.0,54.094387,22.58815,29.404436,112.7464,5.7495117,11.374773,0.0,20.771212,0.0,0.0,33.690704,9.868668,19.24253,91.54379,6.923737,4.5644264,0.0,0.0,0.0,5.74
13.463684,-3.8043475,0.58150446,16.5,452.576,1.0,32.233273,-2.2269042,3.226228,1.7695563,0.0,10.023292,5.9693055,8.417797,0.0,0.0,30.331835,16.500776,22.711517,64.718376,0.0,11.374773,0.0,33.612854,0.0,10.772449,30.093204,38.713642,0.0,6.066367,64.093155,8.627745,0.0,0.0,1.0,6.85
13.788704,-4.34558,0.29581907,12.589744,569.657,0.7692308,32.233772,-2.4314303,2.936047,1.844843,9.837254,10.023292,5.9693055,21.63013,0.0,0.0,30.331835,35.4508,18.52481,90.49259,11.499023,5.6873865,0.0,0.0,0.0,10.772449,27.834923,4.305216,69.67427,36.3982,0.0,1.2780035,0.0,0.0,0.0,6.82
13.219568,-1.8319391,0.044728152,14.315789,809.783,0.57894737,16.376823,-2.5966313,3.1117682,3.0233295,0.0,0.0,23.877222,4.794537,0.0,0.0,30.331835,19.069544,6.5447564,35.895287,0.0,0.0,0.0,0.0,0.0,0.0,5.5634513,20.771212,0.0,30.331835,0.0,2.3169198,0.0,0.0,0.0,6.14
15.508888,-2.2592952,0.012555892,23.099098,1599.764,0.6576577,32.116875,-2.603827,1.7056574,2.0213723,5.9595547,0.0,17.907915,4.390415,12.628789,0.0,41.542423,38.200897,45.021393,0.0,0.0,4.390415,12.628789,23.163002,0.0,0.0,11.320731,6.923737,18.747385,13.847474,13.847474,7.378026,0.0,0.0,3.0,8.32
13.796953,-4.993687,0.25426343,12.116279,639.63,0.7906977,32.234863,-2.3948607,2.9746785,1.9362023,5.817863,20.046583,12.145604,26.124788,13.171246,0.0,24.265469,35.89479,35.91954,78.99325,11.499023,24.676495,0.0,0.0,0.0,10.772449,10.054728,18.329578,74.88326,0.0,0.0,-3.0312636,0.0,1.0,0.0,7.14
12.993404,-3.6585069,0.41396055,12.823529,478.574,1.0588236,32.233425,-2.2652826,3.1907542,1.6916426,0.0,0.0,5.9693055,13.0996,4.305216,5.098682,47.677956,16.833006,7.047672,88.98384,0.0,0.0,0.0,6.923737,0.0,11.0334015,5.5167007,27.770506,4.305216,49.108982,43.32194,2.08313,0.0,1.0,0.0,6.89
13.422723,-0.6160289,0.7101323,24.0625,433.464,0.96875,16.255693,-2.5238833,2.9791582,1.5008664,0.0,11.81436,0.0,0.0,0.0,0.0,24.265469,23.713501,13.089513,64.718376,5.7495117,0.0,0.0,11.835813,0.0,0.0,48.061028,0.0,4.8999095,41.29811,6.066367,0.2933757,1.0,0.0,0.0,5.81
13.341821,-0.9354891,0.45623845,17.794117,457.574,1.0588236,16.365883,-2.3500655,3.415477,1.4330841,0.0,5.90718,5.9693055,9.47634,5.098682,0.0,44.03085,17.578157,6.5447564,71.548615,16.81429,0.0,0.0,0.0,0.0,16.81429,6.041841,79.56218,6.1968436,4.6818027,48.530937,3.0278919,1.0,1.0,1.0,8.0
13.888599,-4.1276684,0.5321002,13.0,480.586,1.0588236,32.23343,-2.3673913,3.2063956,1.8486667,0.0,10.023292,5.9693055,8.417797,0.0,0.0,29.82892,17.692667,29.404436,76.85111,5.7495117,17.062159,0.0,20.771212,0.0,0.0,29.779867,32.556404,0.0,45.22274,37.255573,5.3690143,0.0,0.0,0.0,4.84
14.541405,-4.5879955,0.13654493,13.183333,877.032,0.73333335,32.236195,-2.4292696,3.6586905,1.4225291,0.0,41.88423,0.0,34.697582,0.0,0.0,43.32194,36.807747,43.62403,131.44841,17.248535,11.374773,0.0,6.923737,0.0,0.0,34.734135,15.432119,81.993065,60.354584,11.645832,2.8178816,0.0,0.0,0.0,6.72
13.353476,-3.859821,0.39286813,16.147058,493.61,1.0588236,32.248116,-2.2256355,3.475039,1.4904914,4.2091794,10.023292,5.9693055,13.401775,0.0,11.336786,54.597305,17.299221,22.711517,72.423965,10.571075,11.374773,11.336786,12.841643,0.0,21.343523,35.899273,33.360073,0.0,12.990105,60.66367,2.7837625,0.0,1.0,1.0,6.4
15.962056,-2.358484,0.016356897,18.819876,2290.534,0.4037267,19.144274,-2.610595,1.6665976,2.3679242,53.63599,0.0,17.907915,4.390415,0.0,5.098682,5.213385,37.35007,71.99232,11.890772,0.0,4.390415,0.0,48.68355,0.0,0.0,4.8999095,17.802383,0.0,0.0,0.0,-2.6859386,0.0,1.0,1.0,8.13
14.132513,-1.9572947,0.0307096,14.333333,1143.215,0.4814815,16.373415,-2.6082785,3.3904996,2.4308152,11.499023,0.0,17.907915,0.0,0.0,0.0,64.093155,19.069544,6.5447564,59.65784,11.499023,0.0,0.0,11.835813,0.0,0.0,5.5634513,25.98021,6.066367,58.026783,0.0,8.199819,0.0,0.0,0.0,4.52
14.935029,-1.888824,0.04019496,16.776316,1069.155,0.6447368,19.144241,-2.5809138,3.7479134,1.7684463,0.0,0.0,11.938611,4.390415,0.0,0.0,88.35862,26.05509,19.63427,71.79057,0.0,4.390415,0.0,11.835813,0.0,0.0,10.463361,6.923737,24.265469,64.093155,0.0,5.7156553,0.0,0.0,1.0,5.22
13.768073,-1.9531662,0.030209249,14.454545,1092.171,0.48051947,16.372894,-2.6053834,3.314683,3.3743048,0.0,0.0,17.907915,0.0,0.0,0.0,58.026783,19.069544,6.5447564,35.895287,0.0,0.0,0.0,11.835813,0.0,0.0,5.5634513,13.847474,0.0,58.026783,0.0,8.190956,0.0,0.0,0.0,6.78
13.691386,-1.8966722,0.030637093,14.586667,1065.145,0.50666666,16.372967,-2.6058495,3.301403,3.289086,0.0,0.0,17.907915,0.0,0.0,0.0,58.026783,19.069544,13.151638,35.895287,0.0,0.0,0.0,11.835813,0.0,0.0,5.5634513,13.847474,0.0,58.026783,0.0,7.4704533,0.0,0.0,0.0,4.56
14.957349,-2.0086157,0.09161433,26.96875,916.871,0.75,19.144238,-2.6019466,3.593877,2.5886316,0.0,0.0,17.907915,4.390415,0.0,0.0,0.0,25.614302,19.63427,0.0,0.0,4.390415,0.0,0.0,0.0,0.0,4.8999095,13.847474,0.0,0.0,0.0,-0.095295005,0.0,0.0,2.0,7.36
12.887353,-3.7991326,0.62397444,16.566668,426.494,1.0666667,32.233273,-2.3551905,3.237616,1.731758,0.0,10.023292,5.9693055,13.212335,0.0,0.0,24.265469,17.692667,23.276558,60.66367,5.7495117,11.374773,0.0,0.0,0.0,10.772449,29.7887,17.494432,19.24253,24.265469,29.165379,0.6506776,0.0,0.0,1.0,4.74
14.362021,-4.4937077,0.19234565,12.409091,631.728,0.6818182,32.233772,-2.390076,3.038224,1.7021523,15.879094,10.023292,5.9693055,25.935347,0.0,0.0,60.66367,35.4508,18.52481,126.38788,11.499023,5.6873865,0.0,0.0,0.0,10.772449,27.834923,4.305216,62.75053,66.73004,0.0,0.0,0.0,0.0,0.0,4.85
